Station Name,State name,District / Town,Basin Name,River Name,Latitude,longitude,Division Name,Type Of Site
Koida,Andhra Pradesh,ELURU,Godavari,Godavari,17.482499999999998,81.38666666666667,"Lower Godavari Division(LGD), Hyderabad",Base
Maniyari,Chhattisgarh,MUNGELI,Mahanadi,Maniari,21.91611111111111,82.0025,"Mahanadi Division(MD), Burla",Base
Chennur,Andhra Pradesh,CUDDAPAH,Pennar,Pennar,14.572222222222223,78.8,"Hydrology Division(HD),Chennai",Base
Sarra,Madhya Pradesh,CHHINDWARA,Godavari,Kulbehra,22.008055555555554,78.93083333333334,"Wainganga Division(WD), Nagpur",Base
Mouda,Maharashtra,Nagpur,Godavari,Kanhan,21.140833333333333,79.38972222222223,"Wainganga Division(WD), Nagpur",Base
Kamarpur,Assam,MARIGAON,Brahmaputra,Kopili,26.201944444444443,92.02166666666666,"Middle Brahmaputra Division (MBD), Guwahati",Base
Deosugur,Karnataka,Raichur,Krishna,Krishna,16.38222222222222,77.35722222222222,"Lower Krishna Division(LKD), Hyderabad",Base
Mandleshwar,Madhya Pradesh,Khargone,Narmada,Narmada,22.172222222222224,75.65972222222223,"Narmada Division(ND), Bhopal",Base
SONAPUR,Assam,KAMRUP,Brahmaputra,Digaru,26.120555555555555,91.97833333333334,"Middle Brahmaputra Division (MBD), Guwahati",Base
Devprayag (A),Uttarakhand,PAURI GARHWAL,Ganga,Alaknanda,30.144444444444446,78.60111111111111,"Himalayan Ganga Division,Haridwar",Base
Boudh,Odisha,ANUGUL,Mahanadi,Mahanadi,20.865000000000002,84.31555555555555,"Mahanadi Division(MD), Burla",Base
MOHANA,Uttar Pradesh,JALAUN,Ganga,Betwa,25.82361111111111,79.4625,"Lower Yamuna Division(LYD), Agra",Level
Sholmari,Assam,NALBARI,Brahmaputra,-,26.31388888888889,91.33944444444444,"Middle Brahmaputra Division (MBD), Guwahati",Base
PALLIPPADY,Kerala,ERNAKULAM,West flowing rivers from Tadri to Kanyakumari,Kothamangalam,10.039444444444444,76.61638888888888,"Southern Western River Division(SWRD), Kochi",Base
Kokiwada,Madhya Pradesh,CHHINDWARA,Godavari,Pench,21.897777777777776,79.23444444444445,"Wainganga Division(WD), Nagpur",Base
Bhatpura,Uttar Pradesh,RAMPUR,Ganga,Buar,28.80888888888889,79.20916666666668,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Bina,Maharashtra,Nagpur,Godavari,Kanhan,21.269166666666667,79.16833333333334,"Wainganga Division(WD), Nagpur",Base
Hendegir,Jharkhand,HAZARIBAG,Ganga,Damodar,23.704722222222223,85.1725,"Damodar Division(DD), Asansol",Base
Dhanora (Kathani),Maharashtra,Gadchiroli,Godavari,Kathani,20.278055555555554,80.28722222222223,"Wainganga Division(WD), Nagpur",Base
Sarekha,Madhya Pradesh,SEONI,Godavari,Hirri,22.178611111111113,80.02472222222222,"Wainganga Division(WD), Nagpur",Base
AKOLA,Maharashtra,Akola,Tapi,Morna,20.708055555555553,76.99305555555556,"Executive Engineer, Tapi Division, Surat",Base
Jhilmili,Madhya Pradesh,CHHINDWARA,Godavari,Pench,22.044722222222223,79.16388888888889,"Wainganga Division(WD), Nagpur",Base
Gola Bazaar,Uttar Pradesh,GORAKHPUR,Ganga,Ghagra,26.335555555555555,83.35749999999999,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Nainpur,Madhya Pradesh,MANDLA,Godavari,Thanwar,22.422777777777778,80.09277777777777,"Wainganga Division(WD), Nagpur",Base
CHANWADA,Gujarat,Vadodara,Narmada,Orsang,22.05,73.46527777777779,"Executive Engineer, Tapi Division, Surat",Base
Baronda,Chhattisgarh,GARIABAND,Mahanadi,Pairi,20.910555555555554,81.88722222222223,"Mahanadi Division(MD), Burla",Base
Nandkeshri,Uttarakhand,Chamoli,Ganga,Pinder,30.039166666666667,79.56638888888888,"Himalayan Ganga Division,Haridwar",Base
Moujabadi,Bihar,KISHANGANJ,Ganga,Mahananda,26.143333333333334,87.90583333333333,"Lower Ganga Division-I(LGD-I), Patna",Base
NATUNGRAM,West Bengal,BANKURA,Ganga,Dwarakeswar,23.22083333333333,87.03222222222222,"Damodar Division(DD), Asansol",Base
Almatti Reservoir,Karnataka,Bagalkote,Krishna,Krishna,16.33,75.88,"Lower Krishna Division(LKD), Hyderabad",Inflow
Pench Reservoir,Maharashtra,Nagpur,Godavari,Pench,21.65833333333333,79.23333333333333,"Wainganga Division(WD), Nagpur",Inflow
Chhinda,Madhya Pradesh,CHHINDWARA,Godavari,Pench,22.185277777777777,78.9775,"Wainganga Division(WD), Nagpur",Base
JIAGANG,West Bengal,MURSHIDABAD,Ganga,Bhagirathi-II (WB)*,24.234722222222224,88.26361111111112,"Lower Ganga Division III(LGD-III), Berhampore",Base
Mungapar,Madhya Pradesh,SEONI,Godavari,Sagar,22.334444444444443,79.86166666666666,"Wainganga Division(WD), Nagpur",Base
Wairagarh,Maharashtra,Gadchiroli,Godavari,Khobragarhi,20.421944444444446,80.09166666666667,"Wainganga Division(WD), Nagpur",Base
Sanjay Sarovar Project,Madhya Pradesh,SEONI,Godavari,Wainganga,22.377222222222223,79.66361111111112,"Wainganga Division(WD), Nagpur",Inflow
Darauli,Bihar,SIWAN,Ganga,Ghagra,26.075,84.12694444444443,"Lower Ganga Division-II(LGD-II), Patna",Level
Mangaon,Maharashtra,Raigad,West flowing rivers from Tapi to Tadri,Kal,18.231388888888887,73.28305555555555,"Upper Krishna Division(UKD), Pune",Level
DHOLPUR,Rajasthan,DHOLPUR,Ganga,Chambal,26.659444444444443,77.90305555555557,"Lower Yamuna Division(LYD), Agra",Level
Dharasu,Uttarakhand,Uttarkashi,Ganga,Bhagirathi,30.610833333333336,78.31638888888888,"Himalayan Ganga Division,Haridwar",Base
KALAMPUR,Kerala,ERNAKULAM,West flowing rivers from Tapi to Tadri,Kaliyar,9.990555555555554,76.63222222222221,"Southern Western River Division(SWRD), Kochi",Base
B G Road,Assam,SIVSAGAR,Brahmaputra,Brahmaputra,27.066944444444445,94.53166666666667,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
NARIYAMPATTU,Tamil Nadu,Vellore,East flowing rivers between Pennar and Kanyakumari,-,12.847777777777779,78.72111111111111,"Hydrology Division(HD),Chennai",Base
Tumri,Madhya Pradesh,MANDSAUR,Ganga,Retam,24.328888888888887,75.1563888888889,"Chambal Division(CD), Jaipur",Base
Dhopaddhaar,Uttarakhand,Tehri Garhwal,Ganga,Bhilangane,30.516944444444444,78.75611111111111,"Himalayan Ganga Division,Haridwar",Base
Phen at Parsatola,Madhya Pradesh,MANDLA,Narmada,Narmada,22.52861111111111,80.98833333333333,"Narmada Division(ND), Bhopal",Base
Pratapgarh,Uttar Pradesh,PRATAPGARH,Ganga,Sai,25.934166666666666,82.00194444444445,"Middle Ganga Division-III(MGD-III), Varanasi",Base
VAPI,Gujarat,Valsad,West flowing rivers from Tapi to Tadri,Daman Ganga,20.37,72.88,"Executive Engineer, Tapi Division, Surat",Level
Yelli,Maharashtra,Nanded,Godavari,Godavari,19.03527777777778,77.46666666666667,"Upper Godavari Division(UGD), Hyderabad",Base
Mandawara,Rajasthan,KOTA,Ganga,chambal,25.379444444444445,76.14750000000001,"Chambal Division(CD), Jaipur",Base
GUTANG,Assam,TINSUKIA,Brahmaputra,Dibru,27.572777777777777,95.36861111111111,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Matunga,Assam,Baksa,Brahmaputra,Kalanadi,26.791405555555556,91.53582222222222,"Middle Brahmaputra Division (MBD), Guwahati",Base
VALAMURU (Pamuleru),Andhra Pradesh,EAST GODAVARI,Godavari,Pamuleru,17.633055555555558,81.63611111111112,"Lower Godavari Division(LGD), Hyderabad",Base
Atrauli,Uttar Pradesh,ALIGARH,Ganga,Kali,27.980833333333333,78.19916666666667,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Yadunathpur,Bihar,ROHTAS,Ganga,Sone,24.522777777777776,83.58777777777777,"Lower Ganga Division-II(LGD-II), Patna",Base
Tuichang,Mizoram,LUNGLEI,Minor rivers draining into Myanmar and Bangladesh,Tuichang,23.034444444444446,92.96527777777779,"North Eastern Investigation Division-II, Aizawal",Base
Alladupalli,Andhra Pradesh,CUDDAPAH,Pennar,Kunderu,14.717222222222222,78.66861111111112,"Hydrology Division(HD),Chennai",Base
Pandu,Assam,KAMRUP,Brahmaputra,Brahmaputra,26.17527777777778,91.66944444444445,"Middle Brahmaputra Division (MBD), Guwahati",Base
Pare HEP,Arunachal Pradesh,PAPUM PARE,Brahmaputra,Dikrong,27.236944444444447,93.81555555555555,"Upper Brahmaputra Division (UBD), Dibrugarh",Inflow
Pagoda,Arunachal Pradesh,Namsai,Brahmaputra,Lohit,27.773333333333333,95.97583333333334,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Karad,Maharashtra,Satara,Krishna,Krishna,17.29361111111111,74.19,"Upper Krishna Division(UKD), Pune",Base
Sakmur,Maharashtra,Chandrapur,Godavari,Wardha,19.559166666666666,79.61166666666666,"Wainganga Division(WD), Nagpur",Base
BAJITPUR,West Bengal,NORTH 24 PARGANAS,Ganga,Ichamati,23.208055555555553,88.73194444444445,"Lower Ganga Division III(LGD-III), Berhampore",Base
Devprayag (G),Uttarakhand,PAURI GARHWAL,Ganga,Ganga,30.140555555555554,78.59694444444445,"Himalayan Ganga Division,Haridwar",Base
Pubansa (S),Odisha,CUTTACK,Mahanadi,Mahanadi,20.462777777777777,86.24916666666667,"Mahanadi Division(MD), Burla",Base
SANJAY NAGAR,Madhya Pradesh,TIKAMGARH,Ganga,Urr,25.045555555555556,79.18194444444445,"Lower Yamuna Division(LYD), Agra",Base
Bariyarpur,Bihar,MUNGER,Ganga,Ganga,25.28111111111111,86.58166666666666,"Lower Ganga Division-II(LGD-II), Patna",Base
Gulabgarh,Jammu & Kashmir,DODA,Indus,Bhaga,33.26972222222222,76.16777777777779,"Chenab Division(CD), Jammu",Base
Sangam (Murredu),Telangana,BHADRADRI,Godavari,Murredu,17.59361111111111,80.82166666666666,"Lower Godavari Division(LGD), Hyderabad",Base
KOPPA,Karnataka,Chikkamagaluru,Krishna,Bhadra,13.534722222222221,75.04916666666666,"Cauvery Division, Bangaluru",Base
Bawanthadi Reservoir,Madhya Pradesh,BALAGHAT,Godavari,Bawanthri,21.541666666666668,79.54166666666667,"Wainganga Division(WD), Nagpur",Inflow
Jaraikela,Odisha,SUNDARGARH,Brahmani and Baitarni,Koel,22.32611111111111,85.08,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Tuichawng,Mizoram,LUNGLEI,Minor rivers draining into Myanmar and Bangladesh,Tuichang,22.915277777777778,92.52805555555555,"North Eastern Investigation Division-II, Aizawal",Base
Bhainsa(State Govt. Site),Telangana,NIRMAL,Godavari,Suddavagu,19.098888888888887,77.96055555555556,"Upper Godavari Division(UGD), Hyderabad",Base
Halia,Telangana,NALGONDA,Krishna,Halia,16.78805555555556,79.33972222222222,"Lower Krishna Division(LKD), Hyderabad",Base
KOTTAPURAM,Kerala,THRISSUR,West flowing rivers from Tadri to Kanyakumari,Keecheri,10.677777777777777,76.20055555555555,"Southern Western River Division(SWRD), Kochi",Base
Kothapalle (Sileru),Andhra Pradesh,EAST GODAVARI,Godavari,Sileru,17.825277777777778,81.55277777777778,"Lower Godavari Division(LGD), Hyderabad",Base
Marshaghai,Odisha,KENDRAPARA,Mahanadi,Mahanadi,20.409166666666664,86.4925,"Mahanadi Division(MD), Burla",Base
Tarabari,Assam,BARPETA,Brahmaputra,Brahmaputra,26.21833333333333,91.11472222222221,"Middle Brahmaputra Division (MBD), Guwahati",Base
THENGUMARAHADA,Tamil Nadu,Nilgiris,Cauvery,Moyar,11.572777777777777,76.91916666666667,"Southern River Division(SRD), Coimbatore",Base
Shahzadpur,Uttar Pradesh,KAUSHAMBI,Ganga,Ganga,25.665,81.41861111111112,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Attal,Uttarakhand,Dehradun,Ganga,-,30.761388888888888,77.705,"Upper Yamuna Division(UYD), New Delhi",Base
Anjanari,Maharashtra,Ratnagiri,West flowing rivers from Tapi to Tadri,Kajvi,16.934722222222224,73.51416666666667,"Cauvery Division, Bangaluru",Base
Arcot,Tamil Nadu,Ranipet,East flowing rivers between Pennar and Kanyakumari,Palar,12.91388888888889,79.33305555555555,"Hydrology Division(HD),Chennai",Base
Rammunshibagh (near Srinagar),Jammu & Kashmir,SRINAGAR,Indus,Jhelum,34.06944444444445,74.83802777777777,"Chenab Division(CD), Jammu",Level
Dulha Dhakia,Uttar Pradesh,Shahjhanpur,Ganga,Deoha,28.00888888888889,79.79638888888888,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Gangotri,Uttarakhand,Uttarkashi,Ganga,Bhagirathi,30.99388888888889,78.94027777777778,"Himalayan Ganga Division,Haridwar",Base
Purna at Yerli,Maharashtra,Buldana,Tapi,Purna,20.93777777777778,76.4738888888889,"Executive Engineer, Tapi Division, Surat",Base
Menangudi,Tamil Nadu,Tiruvarur,Cauvery,Noolar,10.94888888888889,79.70361111111112,"Hydrology Division(HD),Chennai",Base
GHAT,Uttarakhand,Pithoragarh,Ganga,Saryu,29.498611111111114,80.12583333333333,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Kashmir Canal at Head_BBMB,Punjab,FEROZEPUR,Indus,-,32.38,75.6069444444444,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Madhabarida,Odisha,GAJAPATI,East flowing rivers between Mahanadi and Pennar,Bada Nadi,19.853055555555557,84.62638888888888,"Eastern Rivers Division(ERD), Bhubaneswar",Base
MASOODPUR,Madhya Pradesh,GWALIOR,Ganga,Non,25.831666666666667,78.24472222222222,"Lower Yamuna Division(LYD), Agra",Base
Passighat,Arunachal Pradesh,EAST SIANG,Brahmaputra,Siang,28.07777777777778,95.33555555555554,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Dobhi,Bihar,GAYA,Ganga,Phalgu,24.530277777777776,84.91694444444445,"Lower Ganga Division-II(LGD-II), Patna",Base
DR KLRS Pulichintala Dam,Andhra Pradesh,GUNTUR,Krishna,Krishna,16.75,80.05,"Lower Krishna Division(LKD), Hyderabad",Inflow
Galgalia,Bihar,KISHANGANJ,Ganga,Mechi,26.51972222222222,88.10583333333332,"Lower Ganga Division-I(LGD-I), Patna",Base
ELUNUTHIMANGALAM,Tamil Nadu,Erode,Cauvery,Noyyal,11.031666666666668,77.8875,"Southern River Division(SRD), Coimbatore",Base
Sitalpur,Bihar,SARAN,Ganga,Ganga,25.746111111111112,85.02638888888889,"Lower Ganga Division-II(LGD-II), Patna",Base
Mahgama,Jharkhand,GODDA,Ganga,Sundar,24.979166666666664,87.32972222222222,"Lower Ganga Division-II(LGD-II), Patna",Base
CS 97 A GANGA FARAKKA,West Bengal,MURSHIDABAD,Ganga,Ganga,24.790833333333335,87.93666666666667,"Lower Ganga Division III(LGD-III), Berhampore",Base
Singatalur Barrage,Karnataka,Gadag,Krishna,Tungabhadra,15.030000000000001,75.83,"Lower Krishna Division(LKD), Hyderabad",Inflow
PUTKI,Jharkhand,DHANBAD,Ganga,Damodar,23.75638888888889,86.35208333333333,"Damodar Division(DD), Asansol",Base
Kasmara,Uttar Pradesh,MAINPURI,Ganga,Ishan,27.127222222222223,79.28833333333333,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Manughat,Tripura,Unakoti,Barak and Others,Manu,23.996111111111112,91.98944444444444,"Meghna Division(MD), Silchar",Base
MOMPANI,Arunachal Pradesh,ANJAW,Brahmaputra,Lohit,28.043333333333337,96.44333333333334,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Chittorgarh,Rajasthan,CHITTORGARH,Ganga,Gambhir,24.899722222222223,74.63388888888889,"Chambal Division(CD), Jaipur",Base
GHISH,West Bengal,JALPAIGURI,Brahmaputra,Ghish,26.872222222222224,88.61166666666666,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Narmadapuram,Madhya Pradesh,HOSHANGABAD,Narmada,Narmada,22.756666666666668,77.73166666666667,"Narmada Division(ND), Bhopal",Level
Turtipar,Uttar Pradesh,BALLIA,Ganga,Ghagra,26.141111111111112,83.87472222222222,"Middle Ganga Division-I(MGD-I), Lucknow",Level
Bhejdih,Odisha,MAYURBHANJ,Brahmani and Baitarni,Baitarani,21.476388888888888,86.2863888888889,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Kolar Reservoir,Madhya Pradesh,SEHORE,Narmada,Kolar,22.963055555555556,77.33805555555556,"Narmada Division(ND), Bhopal",Base
KALLOOPPARA,Kerala,PATHANAMTHITTA,West flowing rivers from Tadri to Kanyakumari,Manimala,9.403611111111111,76.65027777777779,"Southern Western River Division(SWRD), Kochi",Base
Bhingarpur,Odisha,KHORDHA,Mahanadi,Kusavadra,20.262777777777778,85.93305555555555,"Mahanadi Division(MD), Burla",Base
Hemavathy Reservoir,Karnataka,Hassan,Cauvery,Hemavathi,12.821961111111111,76.05423333333333,"Cauvery Division, Bangaluru",Inflow
Rudraprayag (M),Uttarakhand,Rudraprayag,Ganga,Mandakini,30.288611111111113,78.97916666666667,"Himalayan Ganga Division,Haridwar",Base
Janjhavati Rd.Bridge,Andhra Pradesh,VIZIANAGARAM,East flowing rivers between Mahanadi and Pennar,Nagavali,18.861111111111114,83.45972222222223,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Alipingal,Odisha,JAGATSINGHAPUR,Mahanadi,Mahanadi,20.22083333333333,86.14666666666668,"Mahanadi Division(MD), Burla",Level
ANIPUR,Assam,KARIMGANJ,Barak and Others,Singla,24.54361111111111,92.43305555555555,"Meghna Division(MD), Silchar",Base
Dimapara,Meghalaya,South Garo Hills,Barak and Others,Bugi,25.231944444444444,90.24305555555556,"Meghna Investigation Division(MID), Shillong",Base
NARSINGHGARH,Madhya Pradesh,DAMOH,Ganga,Sonar,24.008055555555554,79.40138888888889,"Lower Yamuna Division(LYD), Agra",Base
Manpur,Bihar,LAKHISARAI,Ganga,Ganga,25.233055555555556,86.12277777777777,"Lower Ganga Division-II(LGD-II), Patna",Base
Kalagarh,Uttarakhand,PAURI GARHWAL,Ganga,Ramganga,29.497222222222224,78.76055555555556,"Middle Ganga Division-II(MGD-II), Lucknow",Base
CHANDRAPURA,Jharkhand,BOKARO,Ganga,Damodar,23.732499999999998,86.11527777777778,"Damodar Division(DD), Asansol",Base
Slapper_BBMB,Himachal Pradesh,KINNAUR,Indus,-,31.6677777777778,77.0558333333333,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Jeypore,Odisha,MAYURBHANJ,Subernarekha,Burhabalang,21.609166666666667,86.68333333333334,"Eastern Rivers Division(ERD), Bhubaneswar",Base
ARNOTA,Uttar Pradesh,AGRA,Ganga,Uttangan,26.9625,78.3625,"Lower Yamuna Division(LYD), Agra",Base
SEVANUR,Tamil Nadu,Salem,Cauvery,Chittar,11.559166666666668,77.71583333333334,"Southern River Division(SRD), Coimbatore",Base
BISWANATHPUR,West Bengal,MURSHIDABAD,Ganga,Padma,24.4575,88.1375,"Lower Ganga Division III(LGD-III), Berhampore",Base
Palakmati at Sohagpur,Madhya Pradesh,HOSHANGABAD,Narmada,Narmada,22.696944444444444,78.20138888888889,"Narmada Division(ND), Bhopal",Base
Sarotry,Gujarat,Banaskantha,West flowing rivers of Kutch and Saurashtra including Luni,Banas,24.36916666666667,72.54666666666667,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Dhamkund,Jammu & Kashmir,RAMBAN,Indus,Tawi,33.24305555555556,75.14583333333334,"Chenab Division(CD), Jammu",Base
Bailley Bridge Tuipui,Mizoram,CHAMPHAI,Barak and Others,Barak,23.226666666598838,93.09777777809086,"North Eastern Investigation Division-I, Silchar",Base
Tuini (Pabar),Uttarakhand,Dehradun,Ganga,Pabar,30.954722222222223,77.85305555555556,"Upper Yamuna Division(UYD), New Delhi",Base
SEONDHA,Madhya Pradesh,DATIA,Ganga,Sind,26.171944444444446,78.80416666666666,"Lower Yamuna Division(LYD), Agra",Base
MUTHANKERA,Kerala,WAYANAD,Cauvery,Kabini,11.808055555555557,76.08416666666666,"Cauvery Division, Bangaluru",Level
Ballia,Uttar Pradesh,BALLIA,Ganga,Ganga,25.75,84.38333333333334,"Middle Ganga Division-III(MGD-III), Varanasi",Level
Rahimpur,Haryana,Palwal,Ganga,Yamuna,28.09472222222222,77.47722222222222,"Upper Yamuna Division(UYD), New Delhi",Base
KOKKEDODDY,Karnataka,Ramanagar,Cauvery,Arkavathi,12.296111111111111,77.44083333333333,"Cauvery Division, Bangaluru",Base
NUTANBAZAR GD SITE,Tripura,NORTH TRIPURA,Barak and Others,Juri,24.41861111111111,92.17055555555557,"Meghna Division(MD), Silchar",Base
Hasimara,West Bengal,ALIPURDUAR,Brahmaputra,Torsa,26.729166666666664,89.32583333333334,"Lower Brahmaputra Division (LBD), Jalpaiguri",Level
Madduvalasa Reservoir,Andhra Pradesh,VIZIANAGARAM,East flowing rivers between Mahanadi and Pennar,Nagavali,18.5875,83.61972222222222,"Eastern Rivers Division(ERD), Bhubaneswar",Inflow
BALEHONNUR,Karnataka,Chikkamagaluru,Krishna,Bhadra,13.351388888888888,75.4713888888889,"Cauvery Division, Bangaluru",Base
Barmanghat,Madhya Pradesh,NARSIMHAPUR,Narmada,Narmada,23.022777777777776,79.03194444444445,"Narmada Division(ND), Bhopal",Base
DEDTALAI,Madhya Pradesh,Khandwa,Tapi,Tapi,21.513055555555557,76.75722222222223,"Executive Engineer, Tapi Division, Surat",Base
Kamakshya Nagar Rd. Bridge,Odisha,DHENKANAL,Brahmani and Baitarni,Brahmani,20.747222222222224,85.55555555555556,"Eastern Rivers Division(ERD), Bhubaneswar",Base
RAVISHANKAR SAGAR DAM,Chhattisgarh,DHAMTARI,Mahanadi,Mahanadi,20.610000000000003,81.56,"Mahanadi Division(MD), Burla",Inflow
Hinglow Dam,West Bengal,BIRBHUM,Ganga,Hinglow,23.821944444444444,87.19944444444445,"Damodar Division(DD), Asansol",Inflow
Panposh,Odisha,SUNDARGARH,Brahmani and Baitarni,Brahmani,22.22694444444444,84.80222222222221,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Bara Ghagara,Jharkhand,RANCHI,Subernarekha,Vaitarna,23.330555555555556,85.35888888888888,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Chakki Bank,Himachal Pradesh,KANGRA,Indus,Beas,32.24861111111111,75.64916666666667,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Kumarapalayam,Puducherry,Puducherry,East flowing rivers between Pennar and Kanyakumari,Varahanadhi,11.983055555555556,79.68055555555556,"Hydrology Division(HD),Chennai",Base
Abu Road,Rajasthan,SIROHI,West flowing rivers of Kutch and Saurashtra including Luni,Banas,24.49361111111111,72.79027777777777,"Executive Engineer, Mahi Divison, Gandhinagar",Level
JANWADA,Karnataka,Bidar,Godavari,Manjira,18.0325,77.4725,"Upper Godavari Division(UGD), Hyderabad",Base
Kahalgaon,Bihar,BHAGALPUR,Ganga,Ganga,25.265833333333333,87.22611111111111,"Lower Ganga Division-II(LGD-II), Patna",Level
BERHAMPORE,West Bengal,MURSHIDABAD,Ganga,Bhagirathi-II (WB)*,24.089166666666664,88.2425,"Lower Ganga Division III(LGD-III), Berhampore",Base
CHIKKARASINAKERE,Karnataka,Mandya,Cauvery,Hebbahalla,12.510277777777778,77.03666666666666,"Cauvery Division, Bangaluru",Base
Shahjahanpur,Uttar Pradesh,Shahjhanpur,Ganga,Khannaut,27.836944444444445,79.91000000000001,"Middle Ganga Division-II(MGD-II), Lucknow",Base
NAINI,Uttar Pradesh,PRAYGRAJ,Ganga,Yamuna,25.426111111111112,81.84722222222221,"Lower Yamuna Division(LYD), Agra",Level
RUPALIGAD,Uttarakhand,Champawat,Ganga,Mahakali/Sarda,29.283333333333335,80.3,"Planning & Investigation Division, Faridabad",Base
NT Road Crossing Jia-Bharali,Assam,SONITPUR,Brahmaputra,Jiabharali,26.8105,92.87963888888888,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Jyoti Jagir,Uttar Pradesh,BAREILLY,Ganga,Begul (Apsara),28.38861111111111,79.65,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Harshil,Uttarakhand,Uttarkashi,Ganga,Bhagirathi,31.034722222222225,78.75027777777778,"Himalayan Ganga Division,Haridwar",Base
Baleni,Uttar Pradesh,BAGHPAT,Ganga,Hindon,28.95888888888889,77.47,"Upper Yamuna Division(UYD), New Delhi",Base
PANDOA,Himachal Pradesh,SHIMLA,Indus,Satluj,31.267305555555556,77.288,"Snow Hydrology Division(SHD), Shimla",Base
Khanabal,Jammu & Kashmir,ANANTNAG,Indus,Jhelum,33.763888888888886,75.1275,"Chenab Division(CD), Jammu",Base
TENDUI,Uttar Pradesh,VARANASI,Ganga,Varuna,25.380277777777778,82.8286111111111,"Middle Ganga Division-III(MGD-III), Varanasi",Base
